id,product,category,amount,sale_date,quantity,customer_id,store_location
5477,Smartwatch,Electronics,673.56,2023-04-01,5,449,"New York"
5478,Jacket,Clothing,485.45,2023-04-07,3,246,Houston
5479,T-shirt,Clothing,162.05,2023-03-15,6,248,Miami
5480,"Non-fiction Book",Books,24.87,2023-03-02,7,24,"Los Angeles"
5481,"Action Figure",Toys,696.07,2023-03-02,6,477,Miami
5482,Keyboard,Electronics,873.31,2023-01-19,10,111,"Los Angeles"
5483,Desk,Furniture,472.35,2023-02-16,9,278,"New York"
5484,Dresser,Furniture,465.96,2023-03-18,8,211,Miami
5485,Smartphone,Electronics,899.47,2023-02-24,9,91,Chicago
5486,"Non-fiction Book",Books,899.70,2023-06-07,7,399,Miami
5487,Bookshelf,Furniture,274.90,2023-02-04,2,17,Miami
5488,Doll,Toys,555.50,2023-06-21,1,310,Miami
5489,Keyboard,Electronics,803.14,2023-04-21,7,239,"Los Angeles"
5490,Dress,Clothing,720.72,2023-02-10,10,44,Chicago
5491,"Science Book",Books,741.68,2023-01-14,2,278,"Los Angeles"
5492,Doll,Toys,263.79,2023-02-09,4,447,Chicago
5493,Doll,Toys,737.56,2023-04-30,2,299,Houston
5494,Wardrobe,Furniture,197.94,2023-03-22,7,448,Chicago
5495,Doll,Toys,610.68,2023-01-22,8,219,Miami
5496,"Table Lamp",Furniture,802.02,2023-03-28,10,264,Houston
5497,"Science Book",Books,534.47,2023-01-17,9,22,Houston
5498,"Remote Control Car",Toys,818.45,2023-02-19,10,411,"Los Angeles"
5499,Smartwatch,Electronics,875.17,2023-03-20,6,228,Houston
5500,"History Book",Books,589.75,2023-05-06,8,263,Chicago
5501,"Fiction Book",Books,133.36,2023-04-13,5,260,"Los Angeles"
5502,"Art Book",Books,684.78,2023-03-23,3,339,Houston
5503,Puzzle,Toys,202.69,2023-06-01,7,244,Houston
5504,"Science Book",Books,752.48,2023-01-12,1,79,Chicago
5505,Jeans,Clothing,185.55,2023-01-18,10,167,Miami
5506,Jacket,Clothing,825.75,2023-02-05,6,478,"Los Angeles"
5507,Desk,Furniture,362.53,2023-04-07,6,179,"New York"
5508,Puzzle,Toys,92.84,2023-01-14,1,118,Miami
5509,Doll,Toys,257.31,2023-02-19,7,100,"New York"
5510,Nightstand,Furniture,715.82,2023-05-30,10,245,Chicago
5511,"Remote Control Car",Toys,743.91,2023-01-26,5,494,Chicago
5512,Shoes,Clothing,15.57,2023-03-18,1,63,"Los Angeles"
5513,Dress,Clothing,145.40,2023-01-13,9,147,Houston
5514,"Board Game",Toys,991.33,2023-02-05,1,225,"Los Angeles"
5515,"Fiction Book",Books,152.67,2023-04-06,2,162,"New York"
5516,"Coffee Table",Furniture,645.68,2023-06-16,7,332,"Los Angeles"
5517,Dresser,Furniture,398.11,2023-01-08,1,487,Miami
5518,Laptop,Electronics,292.93,2023-01-17,6,341,Houston
5519,Smartwatch,Electronics,871.25,2023-03-21,7,342,Houston
5520,"Action Figure",Toys,763.78,2023-03-08,6,328,Houston
5521,Headphones,Electronics,532.54,2023-02-26,10,451,Houston
5522,Dresser,Furniture,550.94,2023-05-04,8,437,"New York"
5523,Shoes,Clothing,781.56,2023-06-14,3,202,"Los Angeles"
5524,T-shirt,Clothing,637.45,2023-04-22,2,54,Miami
5525,Jeans,Clothing,175.55,2023-01-01,5,206,Houston
5526,"Fiction Book",Books,432.67,2023-05-01,1,125,"New York"
5527,"Non-fiction Book",Books,162.01,2023-01-08,8,257,"Los Angeles"
5528,"Coffee Table",Furniture,395.43,2023-06-07,2,162,"New York"
5529,Chair,Furniture,942.16,2023-02-21,7,84,"New York"
5530,"Art Book",Books,947.46,2023-06-09,6,116,Chicago
5531,Shoes,Clothing,977.34,2023-03-02,8,384,Chicago
5532,Shoes,Clothing,108.59,2023-05-12,4,213,"New York"
5533,T-shirt,Clothing,676.49,2023-02-19,4,471,Houston
5534,T-shirt,Clothing,154.67,2023-04-11,4,475,Houston
5535,Headphones,Electronics,863.88,2023-06-23,3,106,"Los Angeles"
5536,"Table Lamp",Furniture,914.10,2023-05-20,2,182,Chicago
5537,Doll,Toys,149.44,2023-04-20,6,60,Miami
5538,"Board Game",Toys,341.88,2023-01-08,2,413,Chicago
5539,Wardrobe,Furniture,215.30,2023-04-21,5,122,Miami
5540,Smartwatch,Electronics,957.10,2023-05-26,2,208,Chicago
5541,"Non-fiction Book",Books,744.74,2023-05-23,8,103,Miami
5542,"Non-fiction Book",Books,29.11,2023-02-27,6,293,"Los Angeles"
5543,Nightstand,Furniture,195.85,2023-01-08,7,466,Miami
5544,Sofa,Furniture,0.87,2023-03-13,10,386,Miami
5545,Headphones,Electronics,318.92,2023-03-29,5,428,Miami
5546,Puzzle,Toys,178.44,2023-04-16,4,117,Miami
5547,Camera,Electronics,789.48,2023-03-13,7,479,Miami
5548,Jeans,Clothing,470.11,2023-04-22,7,278,Houston
5549,Puzzle,Toys,710.78,2023-03-05,7,75,Miami
5550,"History Book",Books,854.90,2023-01-02,5,153,"New York"
5551,"Non-fiction Book",Books,472.07,2023-03-01,3,90,"New York"
5552,Dress,Clothing,276.43,2023-06-06,6,495,"Los Angeles"
5553,Puzzle,Toys,630.46,2023-01-04,2,468,"New York"
5554,"Art Book",Books,247.09,2023-05-21,2,249,Miami
5555,Desk,Furniture,85.44,2023-02-16,1,222,"New York"
5556,Laptop,Electronics,606.83,2023-04-04,8,154,"Los Angeles"
5557,Tablet,Electronics,538.72,2023-01-11,7,89,Miami
5558,Puzzle,Toys,612.01,2023-01-29,10,142,Chicago
5559,"Action Figure",Toys,890.22,2023-06-24,2,492,"Los Angeles"
5560,"Board Game",Toys,39.45,2023-03-28,3,478,Miami
5561,Doll,Toys,279.90,2023-02-28,8,2,Houston
5562,Headphones,Electronics,347.29,2023-04-01,5,423,Miami
5563,Jeans,Clothing,660.44,2023-04-06,7,411,"New York"
5564,"Art Book",Books,676.04,2023-06-20,8,355,Chicago
5565,"Board Game",Toys,853.27,2023-04-23,6,488,"New York"
5566,"Remote Control Car",Toys,977.07,2023-01-21,7,410,"New York"
5567,T-shirt,Clothing,883.56,2023-01-21,10,156,Houston
5568,"Action Figure",Toys,711.46,2023-03-07,7,189,Miami
5569,"Remote Control Car",Toys,208.67,2023-01-27,1,33,"New York"
5570,"Board Game",Toys,772.06,2023-03-05,5,97,Houston
5571,Jacket,Clothing,714.72,2023-04-27,2,277,Chicago
5572,"Art Book",Books,935.69,2023-05-05,7,108,"New York"
5573,"Remote Control Car",Toys,936.87,2023-01-04,3,184,Miami
5574,"Fiction Book",Books,881.55,2023-02-13,6,33,Houston
5575,Keyboard,Electronics,828.21,2023-06-13,1,300,Houston
5576,Mouse,Electronics,187.51,2023-02-21,9,242,Miami
5577,Dress,Clothing,804.61,2023-03-29,1,296,Miami
5578,"Board Game",Toys,860.69,2023-06-03,7,450,Chicago
5579,"Coffee Table",Furniture,357.23,2023-04-30,3,147,Houston
5580,Jacket,Clothing,971.54,2023-05-01,5,89,Chicago
5581,Nightstand,Furniture,543.85,2023-01-03,5,52,"Los Angeles"
5582,"Board Game",Toys,963.63,2023-03-02,8,461,"Los Angeles"
5583,Jacket,Clothing,600.44,2023-02-06,3,202,Chicago
5584,"Action Figure",Toys,644.70,2023-01-18,6,210,Chicago
5585,Laptop,Electronics,477.68,2023-06-09,1,188,Miami
5586,Laptop,Electronics,208.13,2023-05-01,8,319,Miami
5587,Tablet,Electronics,234.59,2023-03-03,1,494,Miami
5588,"History Book",Books,290.50,2023-03-19,3,48,Houston
5589,Puzzle,Toys,23.58,2023-05-26,10,232,"Los Angeles"
5590,Dress,Clothing,539.40,2023-03-23,7,446,Chicago
5591,Puzzle,Toys,812.74,2023-01-14,10,250,Houston
5592,"Art Book",Books,256.65,2023-04-06,9,436,Houston
5593,"History Book",Books,353.37,2023-04-20,10,67,Houston
5594,Laptop,Electronics,485.52,2023-01-13,10,145,Houston
5595,"Remote Control Car",Toys,308.56,2023-04-28,4,347,Chicago
5596,Desk,Furniture,466.21,2023-01-21,2,229,Miami
5597,"Fiction Book",Books,979.73,2023-06-06,5,223,Miami
5598,"Fiction Book",Books,16.35,2023-04-06,7,237,Chicago
5599,Bed,Furniture,686.59,2023-01-09,2,365,"New York"
5600,Jacket,Clothing,571.01,2023-04-08,10,182,Miami
5601,Mouse,Electronics,912.72,2023-05-24,3,448,Houston
5602,"Art Book",Books,6.70,2023-03-14,10,388,Miami
5603,Camera,Electronics,747.20,2023-02-28,4,468,Chicago
5604,Puzzle,Toys,551.27,2023-06-14,10,410,"Los Angeles"
5605,Dresser,Furniture,314.46,2023-04-09,9,190,Chicago
5606,Nightstand,Furniture,693.03,2023-05-18,8,218,Miami
5607,Chair,Furniture,549.89,2023-02-26,10,305,"Los Angeles"
5608,"Art Book",Books,118.69,2023-06-19,4,439,"Los Angeles"
5609,Nightstand,Furniture,278.76,2023-03-19,4,151,Chicago
5610,"Board Game",Toys,51.90,2023-05-13,6,204,Chicago
5611,Laptop,Electronics,348.59,2023-03-03,7,164,Houston
5612,Camera,Electronics,622.57,2023-05-06,7,483,Miami
5613,Keyboard,Electronics,24.84,2023-05-15,7,27,"Los Angeles"
5614,Bed,Furniture,648.41,2023-05-19,9,88,"New York"
5615,Dress,Clothing,533.50,2023-06-26,3,263,Houston
5616,Mouse,Electronics,136.41,2023-01-24,3,407,"Los Angeles"
5617,Bookshelf,Furniture,34.12,2023-01-08,2,217,Miami
5618,Puzzle,Toys,314.26,2023-02-14,3,353,Houston
5619,Speaker,Electronics,125.94,2023-05-29,8,132,"New York"
5620,Jacket,Clothing,478.11,2023-03-27,10,154,Houston
5621,Dress,Clothing,353.05,2023-06-29,10,305,"Los Angeles"
5622,"Non-fiction Book",Books,451.60,2023-03-24,10,126,Chicago
5623,"Art Book",Books,724.14,2023-05-16,7,380,Miami
5624,"Non-fiction Book",Books,135.14,2023-01-11,9,154,Miami
5625,Wardrobe,Furniture,375.25,2023-03-07,7,202,Miami
5626,Chair,Furniture,534.01,2023-02-18,8,476,Chicago
5627,"History Book",Books,501.33,2023-03-25,9,334,Miami
5628,Shoes,Clothing,889.88,2023-05-20,3,379,"New York"
5629,"Table Lamp",Furniture,684.50,2023-05-07,5,79,Chicago
5630,"Fiction Book",Books,219.83,2023-06-24,2,31,Houston
5631,Shoes,Clothing,400.59,2023-02-07,9,302,Chicago
5632,Jeans,Clothing,217.60,2023-06-20,1,313,Miami
5633,Chair,Furniture,556.86,2023-03-25,7,436,"Los Angeles"
5634,Dresser,Furniture,302.17,2023-03-23,4,213,"New York"
5635,Puzzle,Toys,946.51,2023-03-11,1,158,"Los Angeles"
5636,Jacket,Clothing,614.49,2023-02-07,3,189,"Los Angeles"
5637,"Table Lamp",Furniture,703.17,2023-01-03,10,357,Houston
5638,T-shirt,Clothing,159.62,2023-03-30,10,185,Miami
5639,"Non-fiction Book",Books,521.81,2023-05-20,4,93,"New York"
5640,Jacket,Clothing,974.78,2023-05-03,5,179,"Los Angeles"
5641,"Non-fiction Book",Books,217.27,2023-03-10,3,34,Houston
5642,"Board Game",Toys,593.83,2023-05-03,7,17,"Los Angeles"
5643,Dress,Clothing,266.97,2023-05-01,6,359,Miami
5644,T-shirt,Clothing,896.20,2023-01-13,7,30,"Los Angeles"
5645,Dress,Clothing,869.91,2023-06-18,1,289,Houston
5646,Jacket,Clothing,780.11,2023-06-09,1,414,Miami
5647,"Fiction Book",Books,334.30,2023-03-07,9,16,Houston
5648,Bookshelf,Furniture,73.80,2023-02-09,9,349,Miami
5649,"Coffee Table",Furniture,928.39,2023-03-12,2,353,Miami
5650,"Board Game",Toys,361.96,2023-04-20,10,486,Miami
5651,"Remote Control Car",Toys,955.03,2023-05-30,3,471,Miami
5652,Dress,Clothing,358.19,2023-02-12,1,391,Houston
5653,"History Book",Books,807.29,2023-04-26,8,1,Houston
5654,Bookshelf,Furniture,796.43,2023-01-09,9,64,"New York"
5655,"Board Game",Toys,69.22,2023-04-15,7,360,Chicago
5656,Jacket,Clothing,139.04,2023-04-18,6,9,Chicago
5657,Puzzle,Toys,198.90,2023-01-25,1,9,Miami
5658,Smartphone,Electronics,778.94,2023-06-01,9,443,Houston
5659,"Coffee Table",Furniture,61.74,2023-01-17,3,33,Chicago
5660,Dress,Clothing,262.43,2023-05-27,3,460,Houston
5661,Keyboard,Electronics,574.88,2023-04-29,6,451,Houston
5662,Mouse,Electronics,138.56,2023-01-19,1,86,Chicago
5663,Desk,Furniture,38.80,2023-01-27,7,323,"Los Angeles"
5664,Puzzle,Toys,292.25,2023-04-13,10,85,Miami
5665,Smartwatch,Electronics,93.70,2023-03-24,1,346,Chicago
5666,Puzzle,Toys,454.63,2023-02-11,8,143,"New York"
5667,"Table Lamp",Furniture,612.44,2023-04-02,8,13,Miami
5668,"Board Game",Toys,480.80,2023-01-24,3,361,Miami
5669,Jacket,Clothing,961.74,2023-05-13,8,388,Chicago
5670,Smartphone,Electronics,842.74,2023-01-25,2,175,"Los Angeles"
5671,T-shirt,Clothing,582.30,2023-03-19,5,369,Chicago
5672,Laptop,Electronics,621.33,2023-04-04,8,69,Chicago
5673,"Action Figure",Toys,859.58,2023-06-23,3,154,Miami
5674,Tablet,Electronics,32.08,2023-02-19,3,307,"New York"
5675,Laptop,Electronics,93.55,2023-01-30,6,115,Chicago
5676,Puzzle,Toys,292.20,2023-01-25,9,312,Houston
5677,"Art Book",Books,862.64,2023-04-02,10,132,Chicago
5678,Jacket,Clothing,349.61,2023-04-20,10,62,Houston
5679,"Board Game",Toys,624.65,2023-05-18,10,206,"Los Angeles"
5680,"Action Figure",Toys,346.16,2023-04-21,1,150,Chicago
5681,Smartwatch,Electronics,721.57,2023-04-28,1,247,"Los Angeles"
5682,T-shirt,Clothing,541.51,2023-04-25,6,442,Houston
5683,Smartphone,Electronics,929.42,2023-04-20,3,201,"Los Angeles"
5684,Smartphone,Electronics,541.23,2023-05-03,8,451,"New York"
5685,"Board Game",Toys,548.03,2023-02-13,6,69,Miami
5686,Desk,Furniture,291.39,2023-01-31,10,185,Miami
5687,Jacket,Clothing,865.59,2023-03-02,1,229,Miami
5688,"Fiction Book",Books,715.87,2023-02-11,1,161,Chicago
5689,Monitor,Electronics,709.93,2023-03-26,3,312,Chicago
5690,"Science Book",Books,135.63,2023-06-09,1,220,"New York"
5691,Bookshelf,Furniture,868.16,2023-02-01,3,410,"Los Angeles"
5692,"Action Figure",Toys,422.52,2023-06-08,2,497,Chicago
5693,"Action Figure",Toys,220.01,2023-01-09,6,379,"New York"
5694,Puzzle,Toys,399.31,2023-01-06,10,349,Houston
5695,"Remote Control Car",Toys,975.82,2023-06-23,9,295,"Los Angeles"
5696,Shoes,Clothing,473.09,2023-06-21,4,461,Chicago
5697,"Remote Control Car",Toys,620.77,2023-04-06,8,174,"Los Angeles"
5698,"Action Figure",Toys,534.94,2023-05-01,8,362,"Los Angeles"
5699,"Science Book",Books,902.38,2023-02-24,8,33,Miami
5700,Shoes,Clothing,459.09,2023-06-06,10,114,"Los Angeles"
5701,Jacket,Clothing,65.89,2023-02-10,10,10,"Los Angeles"
5702,Wardrobe,Furniture,80.16,2023-06-22,6,456,Miami
5703,"History Book",Books,631.58,2023-06-23,10,360,Miami
5704,Doll,Toys,68.57,2023-01-27,6,93,"Los Angeles"
5705,Speaker,Electronics,47.89,2023-03-24,2,193,Chicago
5706,Keyboard,Electronics,722.00,2023-02-19,3,116,Chicago
5707,"Action Figure",Toys,472.51,2023-02-08,7,328,"Los Angeles"
5708,Jacket,Clothing,932.92,2023-04-14,1,309,Miami
5709,T-shirt,Clothing,933.63,2023-02-26,8,464,"Los Angeles"
5710,"Art Book",Books,491.23,2023-04-11,4,431,"Los Angeles"
5711,Dresser,Furniture,177.74,2023-06-16,1,347,"New York"
5712,Puzzle,Toys,811.68,2023-01-10,9,471,"Los Angeles"
5713,Jeans,Clothing,330.54,2023-05-09,6,398,"Los Angeles"
5714,"History Book",Books,151.73,2023-06-12,1,288,Houston
5715,"Remote Control Car",Toys,193.61,2023-02-05,4,201,Miami
5716,"Remote Control Car",Toys,593.80,2023-03-28,7,305,"Los Angeles"
5717,Dresser,Furniture,324.75,2023-05-20,9,83,"New York"
5718,Keyboard,Electronics,578.41,2023-04-28,6,367,"New York"
5719,Smartphone,Electronics,227.86,2023-06-16,10,454,Houston
5720,"Board Game",Toys,602.11,2023-04-12,1,205,Miami
5721,"Science Book",Books,312.98,2023-01-27,8,259,"Los Angeles"
5722,Shoes,Clothing,86.41,2023-04-29,1,83,Houston
5723,Nightstand,Furniture,896.29,2023-05-12,10,287,"New York"
5724,Dresser,Furniture,100.42,2023-04-27,10,389,"New York"
5725,"Board Game",Toys,826.67,2023-04-09,3,332,Chicago
5726,"History Book",Books,715.39,2023-03-04,6,441,Houston
5727,"Fiction Book",Books,728.62,2023-02-24,4,358,Houston
5728,"Board Game",Toys,342.13,2023-06-14,6,2,"Los Angeles"
5729,"Remote Control Car",Toys,246.04,2023-03-20,5,456,"Los Angeles"
5730,Sofa,Furniture,901.25,2023-06-10,8,66,"Los Angeles"
5731,T-shirt,Clothing,565.08,2023-02-16,6,95,"New York"
5732,Wardrobe,Furniture,392.18,2023-03-21,1,436,"Los Angeles"
5733,T-shirt,Clothing,528.11,2023-04-08,2,3,Houston
5734,Sofa,Furniture,335.96,2023-01-12,4,168,Houston
5735,Puzzle,Toys,340.78,2023-03-21,2,333,Houston
5736,"Fiction Book",Books,208.10,2023-06-22,2,2,Chicago
5737,Jacket,Clothing,921.32,2023-05-07,8,298,Houston
5738,Puzzle,Toys,536.32,2023-04-13,3,252,Houston
5739,Jacket,Clothing,201.57,2023-06-21,2,500,Chicago
5740,Bed,Furniture,988.68,2023-05-05,5,171,"Los Angeles"
5741,"Table Lamp",Furniture,69.10,2023-04-22,9,274,"New York"
5742,"Remote Control Car",Toys,661.84,2023-05-31,2,237,Houston
5743,Shoes,Clothing,507.75,2023-04-19,5,333,Miami
5744,Keyboard,Electronics,603.19,2023-05-09,8,338,"New York"
5745,Jacket,Clothing,681.15,2023-01-12,3,69,Miami
5746,Mouse,Electronics,518.55,2023-01-02,5,231,Miami
5747,"Art Book",Books,315.10,2023-01-02,1,202,Houston
5748,Jacket,Clothing,650.91,2023-02-05,1,275,Houston
5749,"Non-fiction Book",Books,880.11,2023-02-16,7,232,"Los Angeles"
5750,Jeans,Clothing,750.54,2023-01-11,1,10,Miami
5751,Doll,Toys,632.79,2023-03-29,6,116,Chicago
5752,Keyboard,Electronics,2.69,2023-05-25,1,325,"Los Angeles"
5753,Headphones,Electronics,638.73,2023-06-06,5,291,Chicago
5754,Sofa,Furniture,682.11,2023-04-24,2,320,Miami
5755,Jacket,Clothing,131.36,2023-04-07,3,416,"Los Angeles"
5756,"Remote Control Car",Toys,26.84,2023-01-30,8,107,Miami
5757,Jeans,Clothing,621.07,2023-03-02,9,27,Miami
5758,Mouse,Electronics,532.87,2023-01-26,2,80,Chicago
5759,"Non-fiction Book",Books,620.28,2023-06-29,2,323,Miami
5760,Wardrobe,Furniture,254.72,2023-06-01,5,351,"New York"
5761,"Fiction Book",Books,562.03,2023-03-06,2,239,"New York"
5762,"Remote Control Car",Toys,260.49,2023-03-27,6,251,Houston
5763,Desk,Furniture,437.50,2023-01-11,10,340,Chicago
5764,Bed,Furniture,324.93,2023-01-23,7,442,Chicago
5765,"Art Book",Books,449.19,2023-04-19,7,253,Chicago
5766,Tablet,Electronics,519.81,2023-06-29,5,75,Chicago
5767,"Remote Control Car",Toys,961.04,2023-01-16,6,216,Chicago
5768,Dress,Clothing,363.71,2023-02-09,1,186,Miami
5769,Speaker,Electronics,388.19,2023-01-26,6,169,"New York"
5770,Keyboard,Electronics,98.22,2023-01-06,9,96,"Los Angeles"
5771,Dresser,Furniture,978.06,2023-01-13,5,427,"New York"
5772,Jacket,Clothing,207.64,2023-05-03,8,455,"New York"
5773,Laptop,Electronics,506.42,2023-06-25,4,404,Miami
5774,Shoes,Clothing,647.30,2023-04-21,2,407,Houston
5775,"Board Game",Toys,38.69,2023-04-05,6,497,Chicago
5776,Keyboard,Electronics,836.54,2023-05-28,6,218,Chicago
5777,"Action Figure",Toys,113.51,2023-01-16,1,104,Houston
5778,Keyboard,Electronics,757.23,2023-03-29,2,148,"New York"
5779,Chair,Furniture,886.39,2023-01-13,7,125,"New York"
5780,Smartphone,Electronics,840.10,2023-01-18,10,286,Miami
5781,"Action Figure",Toys,376.48,2023-05-07,4,396,Miami
5782,"Fiction Book",Books,376.51,2023-04-15,8,38,"New York"
5783,"Coffee Table",Furniture,293.27,2023-01-21,7,66,Chicago
5784,Dress,Clothing,372.13,2023-02-10,1,212,"New York"
5785,Puzzle,Toys,715.19,2023-03-12,9,457,"New York"
5786,Puzzle,Toys,455.10,2023-06-15,3,175,"New York"
5787,"Coffee Table",Furniture,340.54,2023-04-16,10,423,Chicago
5788,"Science Book",Books,12.44,2023-05-01,4,269,Houston
5789,Smartwatch,Electronics,904.93,2023-03-18,5,408,Miami
5790,"History Book",Books,828.17,2023-06-10,10,99,"New York"
5791,"Science Book",Books,69.09,2023-06-28,8,395,Houston
5792,Tablet,Electronics,162.04,2023-06-28,5,210,Houston
5793,Laptop,Electronics,511.75,2023-02-10,6,140,Houston
5794,"Table Lamp",Furniture,842.87,2023-04-19,5,290,Chicago
5795,"History Book",Books,262.63,2023-03-26,6,179,"New York"
5796,Dress,Clothing,684.02,2023-06-25,9,120,Houston
5797,"History Book",Books,901.86,2023-04-25,5,245,"New York"
5798,Jacket,Clothing,194.40,2023-04-28,7,210,"New York"
5799,Laptop,Electronics,740.35,2023-01-21,4,215,"New York"
5800,Tablet,Electronics,990.48,2023-02-03,10,91,"New York"
5801,"History Book",Books,980.35,2023-06-17,8,382,Houston
5802,Mouse,Electronics,317.44,2023-06-28,10,12,"New York"
5803,Jeans,Clothing,731.07,2023-06-07,2,146,Miami
5804,"Science Book",Books,633.98,2023-04-24,3,165,Miami
5805,T-shirt,Clothing,54.49,2023-05-24,9,355,"New York"
5806,Sofa,Furniture,290.95,2023-05-14,9,491,"Los Angeles"
5807,Puzzle,Toys,339.72,2023-05-20,9,459,"New York"
5808,Jeans,Clothing,837.37,2023-03-18,7,368,Miami
5809,Laptop,Electronics,419.13,2023-04-11,6,482,"Los Angeles"
5810,"Coffee Table",Furniture,973.99,2023-04-10,9,252,"New York"
5811,"Fiction Book",Books,202.21,2023-06-26,3,240,Chicago
5812,"Coffee Table",Furniture,94.53,2023-01-19,3,442,Houston
5813,"Action Figure",Toys,854.54,2023-01-12,8,286,Houston
5814,Dresser,Furniture,431.36,2023-01-31,6,132,Houston
5815,Jeans,Clothing,385.66,2023-06-06,2,157,"New York"
5816,Smartwatch,Electronics,945.23,2023-05-06,7,76,Miami
5817,"Science Book",Books,139.62,2023-06-16,3,125,Houston
5818,Desk,Furniture,212.41,2023-05-30,6,29,Houston
5819,"Art Book",Books,563.87,2023-01-25,10,269,Houston
5820,"Remote Control Car",Toys,29.45,2023-05-14,7,440,Chicago
5821,Mouse,Electronics,849.64,2023-03-25,8,250,"New York"
5822,Desk,Furniture,150.82,2023-05-12,2,386,"Los Angeles"
5823,Smartwatch,Electronics,878.53,2023-03-30,9,335,Miami
5824,Wardrobe,Furniture,367.27,2023-02-24,5,101,Houston
5825,Tablet,Electronics,888.79,2023-05-15,1,75,Chicago
5826,Speaker,Electronics,262.34,2023-04-19,3,161,Miami
5827,"History Book",Books,300.51,2023-03-26,5,437,Miami
5828,"Coffee Table",Furniture,714.65,2023-02-27,5,179,"Los Angeles"
5829,"Action Figure",Toys,345.92,2023-01-28,8,101,Miami
5830,Jacket,Clothing,373.21,2023-05-01,3,39,Houston
5831,T-shirt,Clothing,839.58,2023-01-16,10,153,Houston
5832,Headphones,Electronics,628.33,2023-06-17,8,9,Miami
5833,"Board Game",Toys,284.60,2023-01-19,7,22,"New York"
5834,Puzzle,Toys,986.94,2023-05-23,10,308,"New York"
5835,Dress,Clothing,65.82,2023-05-04,3,46,Houston
5836,Dress,Clothing,820.27,2023-04-19,6,463,Miami
5837,Camera,Electronics,612.31,2023-04-21,3,187,"New York"
5838,Jeans,Clothing,194.25,2023-06-03,7,442,"Los Angeles"
5839,Keyboard,Electronics,813.66,2023-05-27,7,341,Chicago
5840,"Science Book",Books,31.66,2023-03-11,9,14,Houston
5841,Tablet,Electronics,100.40,2023-05-26,8,158,"Los Angeles"
5842,"Science Book",Books,121.68,2023-02-25,2,482,"Los Angeles"
5843,Jacket,Clothing,12.38,2023-06-18,7,225,"Los Angeles"
5844,Smartwatch,Electronics,835.76,2023-02-23,10,23,"Los Angeles"
5845,Speaker,Electronics,452.82,2023-02-28,3,149,Houston
5846,"Science Book",Books,470.01,2023-05-12,3,484,"New York"
5847,Puzzle,Toys,209.40,2023-05-27,5,374,Chicago
5848,"Action Figure",Toys,762.50,2023-04-17,7,311,"New York"
5849,T-shirt,Clothing,142.50,2023-03-13,6,328,Chicago
5850,"Board Game",Toys,298.82,2023-05-21,1,344,Chicago
5851,Speaker,Electronics,573.42,2023-01-10,6,260,Miami
5852,Nightstand,Furniture,761.74,2023-06-02,10,116,"Los Angeles"
5853,"Art Book",Books,194.17,2023-02-24,10,371,Miami
5854,Nightstand,Furniture,802.59,2023-01-22,2,291,"Los Angeles"
5855,Puzzle,Toys,41.41,2023-06-03,2,57,"New York"
5856,Shoes,Clothing,461.04,2023-03-01,3,172,Miami
5857,Shoes,Clothing,143.86,2023-06-05,9,427,Houston
5858,Dress,Clothing,784.01,2023-04-27,9,241,Houston
5859,Bookshelf,Furniture,653.45,2023-02-25,6,491,"New York"
5860,"Remote Control Car",Toys,922.10,2023-06-06,6,149,Houston
5861,"Remote Control Car",Toys,719.91,2023-01-20,4,308,Miami
5862,"History Book",Books,391.41,2023-06-11,4,448,Chicago
5863,"Remote Control Car",Toys,86.83,2023-04-11,6,497,"Los Angeles"
5864,"Action Figure",Toys,851.94,2023-01-10,8,194,Miami
5865,"Remote Control Car",Toys,288.82,2023-03-28,6,132,Houston
5866,"Non-fiction Book",Books,152.79,2023-01-16,10,304,"New York"
5867,"Science Book",Books,143.39,2023-02-14,9,137,Miami
5868,"Action Figure",Toys,116.67,2023-04-10,5,212,Miami
5869,Smartwatch,Electronics,69.06,2023-03-17,9,118,Chicago
5870,"Art Book",Books,397.34,2023-03-07,7,20,"Los Angeles"
5871,Jeans,Clothing,210.29,2023-01-21,10,189,"New York"
5872,Keyboard,Electronics,972.92,2023-03-24,4,229,"New York"
5873,Jeans,Clothing,780.41,2023-01-01,7,166,Houston
5874,Bed,Furniture,327.08,2023-03-02,7,246,"Los Angeles"
5875,Bookshelf,Furniture,64.28,2023-01-30,7,323,"Los Angeles"
5876,"Art Book",Books,715.30,2023-02-01,8,32,"New York"
5877,"History Book",Books,660.81,2023-01-27,8,186,Chicago
5878,"Art Book",Books,987.38,2023-03-28,5,399,Houston
5879,"Action Figure",Toys,200.46,2023-04-23,6,375,"New York"
5880,"Science Book",Books,61.29,2023-04-10,6,99,"Los Angeles"
5881,"Fiction Book",Books,166.63,2023-04-04,1,447,"New York"
5882,Nightstand,Furniture,657.45,2023-04-10,8,160,"Los Angeles"
5883,Headphones,Electronics,346.47,2023-04-20,1,109,"New York"
5884,"Fiction Book",Books,400.79,2023-05-23,8,211,Miami
5885,"Remote Control Car",Toys,817.81,2023-03-18,7,39,"Los Angeles"
5886,"Fiction Book",Books,817.23,2023-04-20,6,79,Miami
5887,Dress,Clothing,911.17,2023-01-23,9,53,Miami
5888,Puzzle,Toys,219.98,2023-05-31,6,57,Miami
5889,"Fiction Book",Books,750.82,2023-03-11,7,143,"Los Angeles"
5890,"Board Game",Toys,81.91,2023-05-04,2,455,Miami
